Fish,Bone,Direction,Period,PML,Site
クロダイ属,主上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,口蓋骨,左,1期-3期,NA,とある貝塚
クロダイ属,角骨,左,1期-3期,NA,とある貝塚
コイ科,歯骨,左,1期-3期,NA,とある貝塚
コイ科,主鰓蓋骨,左,1期-3期,NA,とある貝塚
コショウダイ属,角骨,左,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,左,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
スズキ属,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,方骨,左,1期-3期,NA,とある貝塚
スズキ属,角骨,左,1期-3期,NA,とある貝塚
スズキ属,角骨,左,1期-3期,NA,とある貝塚
タイ科,前上顎骨,左,1期-3期,NA,とある貝塚
タイ科,主上顎骨,左,1期-3期,NA,とある貝塚
タイ科,上擬鎖骨,左,1期-3期,NA,とある貝塚
タイ科,舌顎骨,左,1期-3期,NA,とある貝塚
タイ科,舌顎骨,左,1期-3期,NA,とある貝塚
タイ科,舌顎骨,左,1期-3期,NA,とある貝塚
タイ科,舌顎骨,左,1期-3期,NA,とある貝塚
チダイ,口蓋骨,左,1期-3期,NA,とある貝塚
フグ科,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,主上顎骨,左,1期-3期,NA,とある貝塚
マダイ,方骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,35.8,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,27.3,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,26.2,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,28.3,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,24.7,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
エイ・サメ類,椎骨,中,1期-3期,NA,とある貝塚
エイ・サメ類,椎骨,中,1期-3期,NA,とある貝塚
カワハギ科,椎骨,中,1期-3期,NA,とある貝塚
クロダイ属,椎骨,中,1期-3期,NA,とある貝塚
コチ科,椎骨,中,1期-3期,NA,とある貝塚
コチ科,椎骨,中,1期-3期,NA,とある貝塚
タイ科,上後頭骨,中,1期-3期,NA,とある貝塚
タイ科,上後頭骨,中,1期-3期,NA,とある貝塚
タイ科,椎骨,中,1期-3期,NA,とある貝塚
タイ科,椎骨,中,1期-3期,NA,とある貝塚
タイ科,椎骨,中,1期-3期,NA,とある貝塚
タイ科,椎骨,中,1期-3期,NA,とある貝塚
チダイ,上後頭骨,中,1期-3期,NA,とある貝塚
マグロ属,椎骨,中,1期-3期,NA,とある貝塚
マダイ,上後頭骨,中,1期-3期,NA,とある貝塚
マダイ,前頭骨,中,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,左,1期,NA,とある貝塚
フグ科,前上顎骨/歯骨,不明,不明,NA,とある貝塚
スズキ属,前上顎骨,左,不明,NA,とある貝塚
クロダイ属,前上顎骨,右,3期,23.6,とある貝塚
クロダイ属,舌顎骨,右,3期,NA,とある貝塚
マダイ,前上顎骨,右,3期,NA,とある貝塚
スズキ属,擬鎖骨,右,3期,NA,とある貝塚
タイ科,舌顎骨,右,3期,NA,とある貝塚
マダイ,歯骨,右,3期,NA,とある貝塚
エイ・サメ類,楯鱗,不明,3期,NA,とある貝塚
クロダイ属,歯骨,左,3期,NA,とある貝塚
クロダイ属,口蓋骨,左,3期,NA,とある貝塚
スズキ属,歯骨,左,3期,NA,とある貝塚
スズキ属,歯骨,左,3期,NA,とある貝塚
フグ科,歯骨,左,3期,NA,とある貝塚
マダイ,歯骨,左,3期,NA,とある貝塚
エイ・サメ類,椎骨,中,3期,NA,とある貝塚
カワハギ科,第1背鰭棘,中,3期,NA,とある貝塚
チダイ,上後頭骨,中,3期,NA,とある貝塚
マダイ,前頭骨,中,3期,NA,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,27.3,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,22.3,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,30.6,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,23.1,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,28.7,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,21.8,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,主上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,舌顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,舌顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,角骨,右,1期-3期,NA,とある貝塚
クロダイ属,角骨,右,1期-3期,NA,とある貝塚
クロダイ属,角骨,右,1期-3期,NA,とある貝塚
クロダイ属,口蓋骨,右,1期-3期,NA,とある貝塚
コイ科,主鰓蓋骨,右,1期-3期,NA,とある貝塚
コチ科,口蓋骨,右,1期-3期,NA,とある貝塚
コチ科,口蓋骨,右,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,右,1期-3期,NA,とある貝塚
スズキ属,主上顎骨,右,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,右,1期-3期,NA,とある貝塚
スズキ属,方骨,右,1期-3期,NA,とある貝塚
スズキ属,上擬鎖骨,右,1期-3期,NA,とある貝塚
タイ科,歯骨,右,1期-3期,NA,とある貝塚
タイ科,主鰓蓋骨,右,1期-3期,NA,とある貝塚
タイ科,舌顎骨,右,1期-3期,NA,とある貝塚
タイ科,舌顎骨,右,1期-3期,NA,とある貝塚
タイ科,舌顎骨,右,1期-3期,NA,とある貝塚
タイ科,舌顎骨,右,1期-3期,NA,とある貝塚
タイ科,舌顎骨,右,1期-3期,NA,とある貝塚
タイ科,舌顎骨,右,1期-3期,NA,とある貝塚
タイ科,前鰓蓋骨,右,1期-3期,NA,とある貝塚
フグ科,後翼状骨,右,1期-3期,NA,とある貝塚
マダイ,主上顎骨,右,1期-3期,NA,とある貝塚
マダイ,主上顎骨,右,1期-3期,NA,とある貝塚
マダイ,主上顎骨,右,1期-3期,NA,とある貝塚
マダイ,主上顎骨,右,1期-3期,NA,とある貝塚
マダイ,方骨,右,1期-3期,NA,とある貝塚
マダイ,方骨,右,1期-3期,NA,とある貝塚
マダイ,角骨,右,1期-3期,NA,とある貝塚
マダイ,角骨,右,1期-3期,NA,とある貝塚
コイ科,鰓蓋骨,不明,1期-3期,NA,とある貝塚
チダイ,上後頭骨,不明,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,舌顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,角骨,左,1期-3期,NA,とある貝塚
クロダイ属,角骨,左,1期-3期,NA,とある貝塚
クロダイ属,角骨,左,1期-3期,NA,とある貝塚
クロダイ属,口蓋骨,左,1期-3期,NA,とある貝塚
クロダイ属,方骨,左,1期-3期,NA,とある貝塚
クロダイ属,方骨,左,1期-3期,NA,とある貝塚
コイ科,歯骨,左,1期-3期,NA,とある貝塚
コイ科,舌顎骨,左,1期-3期,NA,とある貝塚
コチ科,角骨,左,1期-3期,NA,とある貝塚
コチ科,口蓋骨,左,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,左,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,左,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
スズキ属,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,主上顎骨,左,1期-3期,NA,とある貝塚
スズキ属,主上顎骨,左,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,左,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,左,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,左,1期-3期,NA,とある貝塚
スズキ属,方骨,左,1期-3期,NA,とある貝塚
スズキ属,擬鎖骨,左,1期-3期,NA,とある貝塚
タイ科,歯骨,左,1期-3期,NA,とある貝塚
タイ科,歯骨,左,1期-3期,NA,とある貝塚
タイ科,歯骨,左,1期-3期,NA,とある貝塚
タイ科,角骨,左,1期-3期,NA,とある貝塚
タイ科,方骨,左,1期-3期,NA,とある貝塚
チダイ,口蓋骨,左,1期-3期,NA,とある貝塚
フグ科,後翼状骨,左,1期-3期,NA,とある貝塚
フナ属,主鰓蓋骨,左,1期-3期,NA,とある貝塚
マダイ,歯骨,左,1期-3期,NA,とある貝塚
マダイ,主上顎骨,左,1期-3期,NA,とある貝塚
マダイ,主上顎骨,左,1期-3期,NA,とある貝塚
マダイ,方骨,左,1期-3期,NA,とある貝塚
マダイ,方骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
エイ・サメ類,椎骨,中,1期-3期,NA,とある貝塚
エイ・サメ類,椎骨,中,1期-3期,NA,とある貝塚
カワハギ科,第1背鰭棘,中,1期-3期,NA,とある貝塚
クロダイ属,椎骨,中,1期-3期,NA,とある貝塚
コイ科,椎骨,中,1期-3期,NA,とある貝塚
コイ科,椎骨,中,1期-3期,NA,とある貝塚
コチ科,椎骨,中,1期-3期,NA,とある貝塚
コチ科,椎骨,中,1期-3期,NA,とある貝塚
トビエイ科,尾棘,中,1期-3期,NA,とある貝塚
ヒラメ,椎骨,中,1期-3期,NA,とある貝塚
フグ科,椎骨,中,1期-3期,NA,とある貝塚
マダイ,前頭骨,中,1期-3期,NA,とある貝塚
マダイ,前頭骨,中,1期-3期,NA,とある貝塚
マダイ,前頭骨,中,1期-3期,NA,とある貝塚
マダイ,上後頭骨,中,1期-3期,NA,とある貝塚
マダイ,上後頭骨,中,1期-3期,NA,とある貝塚
スズキ属,擬鎖骨,左,不明,NA,とある貝塚
フナ属,咽頭骨,右,1期,NA,とある貝塚
クロダイ属,歯骨,左,1期,NA,とある貝塚
コイ科,椎骨,中,1期,NA,とある貝塚
サバ属,椎骨,中,1期,NA,とある貝塚
サバ属,椎骨,中,1期,NA,とある貝塚
ヒラメ,椎骨,中,1期,NA,とある貝塚
ヒラメ,椎骨,中,1期,NA,とある貝塚
ヒラメ,椎骨,中,1期,NA,とある貝塚
ヒラメ,椎骨,中,1期,NA,とある貝塚
コイ科,鰭棘,-,1期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,左,不明,NA,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,25.1,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,主上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,主上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,主上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,舌顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,舌顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,口蓋骨,右,1期-3期,NA,とある貝塚
クロダイ属,角骨,右,1期-3期,NA,とある貝塚
コチ科,方骨,右,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,右,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,右,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,右,1期-3期,NA,とある貝塚
スズキ属,歯骨,右,1期-3期,NA,とある貝塚
スズキ属,歯骨,右,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,右,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,右,1期-3期,NA,とある貝塚
スズキ属,角骨,右,1期-3期,NA,とある貝塚
スズキ属,方骨,右,1期-3期,NA,とある貝塚
スズキ属,方骨,右,1期-3期,NA,とある貝塚
タイ科,前鰓蓋骨,右,1期-3期,NA,とある貝塚
フグ科,歯骨,右,1期-3期,NA,とある貝塚
フグ科,舌顎骨,右,1期-3期,NA,とある貝塚
フナ属,主鰓蓋骨,右,1期-3期,NA,とある貝塚
マダイ,歯骨,右,1期-3期,NA,とある貝塚
コイ科,鰓蓋骨,不明,1期-3期,NA,とある貝塚
サメ類,遊離歯,不明,1期-3期,NA,とある貝塚
フナ属,咽頭歯,不明,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,主上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,主上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,舌顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,角骨,左,1期-3期,NA,とある貝塚
コイ科,主鰓蓋骨,左,1期-3期,NA,とある貝塚
コイ科,主鰓蓋骨,左,1期-3期,NA,とある貝塚
コイ科,主鰓蓋骨,左,1期-3期,NA,とある貝塚
コショウダイ属,主鰓蓋骨,左,1期-3期,NA,とある貝塚
コチ科,歯骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
スズキ属,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,左,1期-3期,NA,とある貝塚
スズキ属,角骨,左,1期-3期,NA,とある貝塚
スズキ属,角骨,左,1期-3期,NA,とある貝塚
スズキ属,方骨,左,1期-3期,NA,とある貝塚
スズキ属,方骨,左,1期-3期,NA,とある貝塚
スズキ属,擬鎖骨,左,1期-3期,NA,とある貝塚
スズキ属,擬鎖骨,左,1期-3期,NA,とある貝塚
スズキ属,擬鎖骨,左,1期-3期,NA,とある貝塚
タイ科,主鰓蓋骨,左,1期-3期,NA,とある貝塚
タイ科,角舌骨,左,1期-3期,NA,とある貝塚
フグ科,前上顎骨,左,1期-3期,NA,とある貝塚
フグ科,歯骨,左,1期-3期,NA,とある貝塚
フグ科,歯骨,左,1期-3期,NA,とある貝塚
フグ科,前鰓蓋骨,左,1期-3期,NA,とある貝塚
フナ属,主鰓蓋骨,左,1期-3期,NA,とある貝塚
フナ属,主鰓蓋骨,左,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,歯骨,左,1期-3期,NA,とある貝塚
マダイ,方骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,27.5,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,30.2,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
エイ・サメ類,椎骨,中,1期-3期,NA,とある貝塚
エイ・サメ類,椎骨,中,1期-3期,NA,とある貝塚
カツオ,椎骨,中,1期-3期,NA,とある貝塚
コイ科,椎骨,中,1期-3期,NA,とある貝塚
コイ科,椎骨,中,1期-3期,NA,とある貝塚
コイ科,椎骨,中,1期-3期,NA,とある貝塚
コイ科,椎骨,中,1期-3期,NA,とある貝塚
コイ科,椎骨,中,1期-3期,NA,とある貝塚
スズキ属,副蝶形骨,中,1期-3期,NA,とある貝塚
スズキ属,鋤骨,中,1期-3期,NA,とある貝塚
タイ科,副蝶形骨,中,1期-3期,NA,とある貝塚
タイ科,椎骨,中,1期-3期,NA,とある貝塚
タイ科,第1神経間棘,中,1期-3期,NA,とある貝塚
トビエイ科,尾棘,中,1期-3期,NA,とある貝塚
フグ科,椎骨,中,1期-3期,NA,とある貝塚
フナ属,主鰓蓋骨,左,1期,NA,とある貝塚
マダイ,上後頭骨,中,1期,NA,とある貝塚
クロダイ属,前上顎骨,右,3期,NA,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,36.4,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,27.3,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,28.1,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,23.6,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,舌顎骨,右,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,右,1期-3期,NA,とある貝塚
マダイ,前上顎骨,右,1期-3期,NA,とある貝塚
タイ科,口蓋骨,右,1期-3期,NA,とある貝塚
タイ科,舌顎骨,右,1期-3期,NA,とある貝塚
ヒラメ,方骨,右,1期-3期,NA,とある貝塚
フグ科,歯骨,右,1期-3期,NA,とある貝塚
フナ属,主鰓蓋骨,右,1期-3期,NA,とある貝塚
フナ属,主鰓蓋骨,右,1期-3期,NA,とある貝塚
コイ科,鰓蓋骨,不明,1期-3期,NA,とある貝塚
サメ類,遊離歯,不明,1期-3期,NA,とある貝塚
サメ類,遊離歯,不明,1期-3期,NA,とある貝塚
サメ類,遊離歯,不明,1期-3期,NA,とある貝塚
チダイ,上後頭骨,不明,1期-3期,NA,とある貝塚
チダイ,上後頭骨,不明,1期-3期,NA,とある貝塚
チダイ,上後頭骨,不明,1期-3期,NA,とある貝塚
フグ科,前上顎骨/歯骨,不明,1期-3期,NA,とある貝塚
フグ科,前上顎骨/歯骨,不明,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,口蓋骨,左,1期-3期,NA,とある貝塚
クロダイ属,舌顎骨,左,1期-3期,NA,とある貝塚
コイ科,主鰓蓋骨,左,1期-3期,NA,とある貝塚
コチ科,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,左,1期-3期,NA,とある貝塚
スズキ属,角骨,左,1期-3期,NA,とある貝塚
スズキ属,角骨,左,1期-3期,NA,とある貝塚
スズキ属,方骨,左,1期-3期,NA,とある貝塚
スズキ属,方骨,左,1期-3期,NA,とある貝塚
タイ科,主鰓蓋骨,左,1期-3期,NA,とある貝塚
ヒラメ,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,歯骨,左,1期-3期,NA,とある貝塚
マダイ,主上顎骨,左,1期-3期,NA,とある貝塚
マダイ,角骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,23.3,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,27.6,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
エイ・サメ類,椎骨,中,1期-3期,NA,とある貝塚
スズキ属,椎骨,中,1期-3期,NA,とある貝塚
スズキ属,椎骨,中,1期-3期,NA,とある貝塚
ヒラメ,椎骨,中,1期-3期,NA,とある貝塚
ヒラメ,椎骨,中,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,右,3期,NA,とある貝塚
クロダイ属,前上顎骨,右,3期,26.3,とある貝塚
クロダイ属,歯骨,右,3期,NA,とある貝塚
スズキ属,歯骨,右,3期,NA,とある貝塚
カツオ,椎骨,中,3期,NA,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,37.1,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,29.4,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,29,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
コイ科,主鰓蓋骨,右,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,右,1期-3期,NA,とある貝塚
スズキ属,前上顎骨,右,1期-3期,NA,とある貝塚
タイ科,前鰓蓋骨,右,1期-3期,NA,とある貝塚
コイ科,鰓蓋骨,不明,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,舌顎骨,左,1期-3期,NA,とある貝塚
タイ科,前上顎骨,左,1期-3期,NA,とある貝塚
ヒラメ,角骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
サメ類,椎骨,中,1期-3期,NA,とある貝塚
マダイ,前頭骨,中,1期-3期,NA,とある貝塚
サメ類,遊離歯,不明,3期,NA,とある貝塚
フナ属,主鰓蓋骨,右,1期,NA,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,29.2,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,30.4,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,30,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
スズキ属,主上顎骨,右,1期-3期,NA,とある貝塚
タイ科,前上顎骨,右,1期-3期,NA,とある貝塚
アジ科,擬鎖骨,左,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,角骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,27.1,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,21.6,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
スズキ属,副蝶形骨,中,1期-3期,NA,とある貝塚
タイ科,副蝶形骨,中,1期-3期,NA,とある貝塚
マダイ,上後頭骨,中,1期-3期,NA,とある貝塚
コショウダイ属,歯骨,右,1期-3期,NA,とある貝塚
コショウダイ属,主上顎骨,右,1期-3期,NA,とある貝塚
コショウダイ属,角骨,右,1期-3期,NA,とある貝塚
スズキ属,方骨,右,1期-3期,NA,とある貝塚
マダイ,前上顎骨,右,1期-3期,NA,とある貝塚
マダイ,前上顎骨,右,1期-3期,NA,とある貝塚
コイ科,鰓蓋骨,不明,1期-3期,NA,とある貝塚
クロダイ属,口蓋骨,左,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
コショウダイ属,角骨,左,1期-3期,NA,とある貝塚
コショウダイ属,主上顎骨,左,1期-3期,NA,とある貝塚
スズキ属,歯骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,30.3,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,26.7,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,30.3,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
クロダイ属,椎骨,中,1期-3期,NA,とある貝塚
タイ科,上後頭骨,中,1期-3期,NA,とある貝塚
コイ科,鰭棘,-,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,右,3期,NA,とある貝塚
スズキ属,主鰓蓋骨,不明,1期,NA,とある貝塚
トビエイ科,尾棘,中,3期,NA,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,23.9,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,24.9,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,24.7,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,歯骨,右,1期-3期,NA,とある貝塚
スズキ属,歯骨,右,1期-3期,NA,とある貝塚
スズキ属,角骨,右,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,右,1期-3期,NA,とある貝塚
スズキ属,擬鎖骨,右,1期-3期,NA,とある貝塚
タイ科,歯骨,右,1期-3期,NA,とある貝塚
タイ科,歯骨,右,1期-3期,NA,とある貝塚
フグ科,不明,右,1期-3期,NA,とある貝塚
マダイ,前上顎骨,右,1期-3期,NA,とある貝塚
マダイ,歯骨,右,1期-3期,NA,とある貝塚
マダイ,主上顎骨,右,1期-3期,NA,とある貝塚
コイ科,鰓蓋骨,不明,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
クロダイ属,歯骨,左,1期-3期,NA,とある貝塚
コショウダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
スズキ属,歯骨,左,1期-3期,NA,とある貝塚
スズキ属,角骨,左,1期-3期,NA,とある貝塚
スズキ属,角骨,左,1期-3期,NA,とある貝塚
タイ科,前上顎骨,左,1期-3期,NA,とある貝塚
タイ科,角舌骨,左,1期-3期,NA,とある貝塚
フグ科,前鰓蓋骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,前上顎骨,左,1期-3期,NA,とある貝塚
マダイ,主上顎骨,左,1期-3期,NA,とある貝塚
マダイ,方骨,左,1期-3期,NA,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,26.7,とある貝塚
クロダイ属,前上顎骨,左,1期-3期,NA,とある貝塚
エイ・サメ類,椎骨,中,1期-3期,NA,とある貝塚
エイ・サメ類,椎骨,中,1期-3期,NA,とある貝塚
エイ・サメ類,椎骨,中,1期-3期,NA,とある貝塚
ヒラメ,椎骨,中,1期-3期,NA,とある貝塚
マダイ,上後頭骨,中,1期-3期,NA,とある貝塚
マダイ,上後頭骨,中,1期-3期,NA,とある貝塚
スズキ属,歯骨,右,1期,NA,とある貝塚
スズキ属,前上顎骨,右,1期,NA,とある貝塚
コイ科,鰓蓋骨,不明,1期,NA,とある貝塚
クロダイ属,歯骨,左,1期,NA,とある貝塚
スズキ属,歯骨,左,1期,NA,とある貝塚
フナ属,主鰓蓋骨,左,1期,NA,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,25.8,とある貝塚
クロダイ属,前上顎骨,右,1期-3期,NA,とある貝塚
クロダイ属,角骨,右,1期-3期,NA,とある貝塚
コチ科,歯骨,右,1期-3期,NA,とある貝塚
スズキ属,擬鎖骨,右,1期-3期,NA,とある貝塚
タイ科,主上顎骨,右,1期-3期,NA,とある貝塚
フグ科,前上顎骨/歯骨,不明,1期-3期,NA,とある貝塚
クロダイ属,方骨,左,1期-3期,NA,とある貝塚
コチ科,歯骨,左,1期-3期,NA,とある貝塚
コチ科,方骨,左,1期-3期,NA,とある貝塚
スズキ属,主鰓蓋骨,左,1期-3期,NA,とある貝塚
