箱No.,大袋No.,小袋No.,地区,X,Y,大分類,小分類,部位,左右,遺構,層位,報告書用層名,区分（以前〜人骨期〜以降）,取り上げNo.,重量(g),備考,部分,PML,PMH,計測日,備考2
魚-1,3,50,Ａ,28,122,硬骨魚綱,クロダイ属,前上顎骨,左,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,,20.6 ,,,
魚-1,3,50,Ａ,28,122,硬骨魚綱,クロダイ属,前上顎骨,左,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,,,,,
魚-1,3,50,Ａ,28,122,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,,,,,
魚-1,3,50,Ａ,28,122,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,,,,,
魚-1,3,50,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,,,,,
魚-1,3,50,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,,,,,
魚-1,3,50,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,,,,,
魚-1,3,50,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,,,,,
魚-1,3,50,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,,,,,
魚-1,3,50,Ａ,28,122,軟骨魚綱,サメ類,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,,,,,
魚-1,3,50,Ａ,28,122,硬骨魚綱,タイ科,基後頭骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,,,,,
魚-1,3,50,Ａ,28,122,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,棘条部,,,,
魚-1,3,50,Ａ,28,122,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,502.77,,棘条部？,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,クロダイ属,歯骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,スズキ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,タイ科,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,軟骨魚綱,サメ類,遊離歯,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,軟骨魚綱,サメ類,遊離歯,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,サケ属,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,サケ属？,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-1）,,,,,
魚-1,3,51,Ａ,28,122,軟骨魚綱,サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-1）,,,,,
魚-1,3,51,Ａ,28,122,軟骨魚綱,サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,軟骨魚綱,サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,軟骨魚綱,サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,軟骨魚綱,サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,軟骨魚綱,サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,上後頭骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,上後頭骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,尾椎,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,尾椎,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,尾椎,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,尾椎,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,尾椎,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,尾椎,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,尾椎,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,尾椎,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,尾椎,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,尾椎,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,尾椎,,,,
魚-1,3,51,Ａ,28,122,硬骨魚綱,不明,鰭棘,-,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2150,２袋（51-2）,棘条部,,,,
魚-1,3,52,Ａ,28,122,,,,,,Ⅲｃ,Ⅲｃ層,人骨期以前,1107,27.53,,,,,,
魚-1,3,53,Ａ,28,122,,,,,,Ⅲｃ,Ⅲｃ層,人骨期以前,1110,22.85,,,,,,
魚-1,3,54,Ａ,28,122,,,,,,Ⅳ,Ⅳ層,人骨期以前,,0.51,,,,,,
魚-1,3,55,Ａ,28,123,,,,,,Ⅲ（上）,Ⅲａ層,人骨期以降,,52.82,,,,,,
魚-1,3,56,Ａ,28,123,,,,,,Ⅲｂ,Ⅲｂ層,人骨期以前,,104.61,,,,,,
魚-1,3,57,Ａ,28,123,,,,,,貝,７号貝層,人骨期,,2.82,,,,,,
魚-1,3,58,Ａ,28,123,硬骨魚綱,クロダイ属,方骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,1106.53,,,,,,
魚-1,3,58,Ａ,28,123,硬骨魚綱,タイ科,前上顎骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,1106.53,,,,,,
魚-1,3,58,Ａ,28,123,硬骨魚綱,タイ科,前上顎骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,1106.53,,,,,,
魚-1,3,58,Ａ,28,123,硬骨魚綱,クロダイ属,歯骨,左,,Ⅲｃ,Ⅲｃ層,人骨期以前,,1106.53,,,,,,
魚-1,3,58,Ａ,28,123,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,1106.53,,,,,,
魚-1,3,58,Ａ,28,123,硬骨魚綱,サケ属,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,1106.53,,,,,,
魚-1,3,58,Ａ,28,123,硬骨魚綱,スズキ属？,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,1106.53,,腹椎,,,,
魚-1,3,58,Ａ,28,123,硬骨魚綱,不明,不明,,,Ⅲｃ,Ⅲｃ層,人骨期以前,,1106.53,,,,,,
魚-1,3,59,Ａ,28,123,,,,,,Ⅳ,Ⅳ層,人骨期以前,,12.25,,,,,,
魚-1,3,60,Ａ,28,124,,,,,,Ⅲ（上）,Ⅲａ層,人骨期以降,,11.22,,,,,,
魚-1,3,61,Ａ,28,124,,,,,,Ⅲｂ,Ⅲｂ層,人骨期以前,,132.41,,,,,,
魚-1,3,62,Ａ,28,124,硬骨魚綱,クロダイ属,歯骨,右,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,73.24,,,,,,
魚-1,3,62,Ａ,28,124,硬骨魚綱,アジ科,稜鱗,不明,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,73.24,,,,,,
魚-1,3,62,Ａ,28,124,硬骨魚綱,カツオ,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,73.24,,尾椎,,,,
魚-1,3,62,Ａ,28,124,硬骨魚綱,不明,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,73.24,,腹椎,,,,
魚-1,3,63,Ａ,28,124,硬骨魚綱,サケ属,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,120.83,,,,,,
魚-1,3,63,Ａ,28,124,硬骨魚綱,不明,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,120.83,,尾椎,,,,
魚-1,3,63,Ａ,28,124,硬骨魚綱,マダイ,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,120.83,,第一腹椎,,,,
魚-1,4,64,Ａ,29,117,,,,,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2.6,,,,,,
魚-1,4,65,Ａ,29,118,,,,,,Ⅱ～Ⅲｃ南壁,Ⅱ～Ⅲｃ層,人骨期以降,,64.93,,,,,,
魚-1,4,66,Ａ,29,118,,,,,,Ⅲｂ～Ⅲｃ南壁,Ⅲｂ～Ⅲｃ層,人骨期以前,,4,,,,,,
魚-1,4,67,Ａ,29,118,,,,,,Ⅲｃ,Ⅲｃ層,人骨期以前,,20.78,,,,,,
魚-1,4,68,Ａ,29,119,,,,,,Ⅱ,Ⅱ層,人骨期以降,,0.31,,,,,,
魚-1,4,69,Ａ,29,119,,,,,,Ⅲ（上）,Ⅲａ層,人骨期以降,,11.66,,,,,,
魚-1,4,70,Ａ,29,119,,,,,,Ⅲ,Ⅲａ層,人骨期以降,,49.51,,,,,,
魚-1,4,71,Ａ,29,119,,,,,,Ⅲａ,Ⅲａ層,人骨期以降,,13.61,,,,,,
魚-1,4,72,Ａ,29,119,,,,,,Ⅲｂ,Ⅲｂ層,人骨期以前,,1.41,,,,,,
魚-1,4,73,Ａ,29,119,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,339.22,,,,,,
魚-1,4,73,Ａ,29,119,硬骨魚綱,クロダイ属,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,339.22,,第一腹椎,,,,
魚-1,4,73,Ａ,29,119,硬骨魚綱,コイ科,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,339.22,,尾椎,,,,
魚-1,4,73,Ａ,29,119,硬骨魚綱,不明,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,339.22,,尾椎,,,,
魚-1,4,73,Ａ,29,119,硬骨魚綱,不明,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,339.22,,尾椎,,,,
魚-1,4,73,Ａ,29,119,硬骨魚綱,不明,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,339.22,,尾椎,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,クロダイ属,主上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,スズキ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,スズキ属,歯骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,スズキ属,歯骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,スズキ属,歯骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,スズキ属,主鰓蓋骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,マダイ,歯骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,マダイ,主上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,マダイ,方骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,スズキ属,前上顎骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,フグ科,不明,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,フナ属,主鰓蓋骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,クロダイ属,前上顎骨,左,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,クロダイ属,前上顎骨,左,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,スズキ属,主上顎骨,左,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,フグ科,歯骨,左,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,マダイ,歯骨,左,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,マダイ,歯骨,左,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,マダイ,角骨,左,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,サバ属,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,尾椎,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,不明,副蝶形骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,マダイ,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,第一腹椎,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,未同定,椎骨,中,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,不明,鰭棘,-,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,担鰭骨,,,,
魚-1,4,74,Ａ,29,119,硬骨魚綱,不明,不明,,,Ⅲｃ,Ⅲｃ層,人骨期以前,,592.57,,,,,,
魚-1,4,75,Ａ,29,120,,,,,,Ⅱ,Ⅱ層,人骨期以降,,23.25,,,,,,
魚-1,4,76,Ａ,29,120,,,,,,Ⅲ（上）,Ⅲａ層,人骨期以降,,12.57,,,,,,
魚-1,4,77,Ａ,29,120,,,,,,Ⅲ,Ⅲａ層,人骨期以降,,13.78,,,,,,
魚-1,4,78,Ａ,29,120,,,,,,Ⅲｂ,Ⅲｂ層,人骨期以前,,11.83,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,クロダイ属,歯骨,右,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,クロダイ属,口蓋骨,右,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,タイ科,口蓋骨,右,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,スズキ属,主鰓蓋骨,不明,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,クロダイ属,主上顎骨,左,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,サケ属,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,サケ属,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,軟骨魚綱,トビエイ科,尾棘,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,不明,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,不明,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,不明,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,不明,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,不明,椎骨,中,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,,,,,
魚-1,4,79,Ａ,29,120,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ貝層付近動物層,Ⅲｂ層,人骨期以前,,296.86,,棘条部,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,29.6 ,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,20.4 ,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,歯骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,歯骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,コショウダイ属,主上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,スズキ属,歯骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,スズキ属,歯骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,スズキ属,主上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,スズキ属,主上顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,スズキ属,主鰓蓋骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,スズキ属,主鰓蓋骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-2）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,タイ科,舌顎骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,マダイ,角骨,右,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,スズキ属,歯骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,歯骨,左,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,歯骨,左,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
魚-1,4,80,Ａ,29,120,硬骨魚綱,クロダイ属,歯骨,左,,Ⅲｃ,Ⅲｃ層,人骨期以前,,2205.71,２袋（80-1）,,,,,
